dataset,id,fp_sol,Address,SolidityVersion,property,SWC,DASP
Doublade,0x3a630495c7611b4da41bf133554374caa3963b75-PornSceneToken-unexpectedrevert_result,6c9ab920b9cdadd878ae8b7096af7d99,,0.4.18,['unexpectedrevert_result'],[113],[5]
SolidiFI,Unchecked-Send-17,17186f654d31fa50dc5f33c4eb221a23,,0.5.6,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-27,5999c905982f6359350d2e4032618cdc,,0.5.0,['Re-entrancy'],[107],[1]
JiuZhou,ImplicitVisibility1,ca4118c3ab32b2aed6bf817b4bafdee3,,0.6.2,['Implicit visibility level'],[108],[2]
SolidiFI,Re-entrancy-12,e0c2386091ac375d74453bbb0eae8394,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Overflow-Underflow-45,9ce5a7a2ef0c8c83b45196bdd10d3840,,0.5.11,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-46,692b867f51eccbcd595c923fd9fbbff7,,0.6.0,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-23,e96ac06cbc1f57f65cb97d5b9c94ad67,,0.5.2,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-47,1b3486dac06eb803b92f74b3f15e66e5,,0.5.11,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-48,d13fdf3c09cdc6be10c4a23c84872801,,0.5.11,['Overflow-Underflow'],[101],[3]
SolidiFI,Unchecked-Send-18,188ab807816ab491981f51fb9c18ac69,,0.5.9,['Unchecked-Send'],[104],[4]
SolidiFI,Overflow-Underflow-49,4a59c04698042db1d88c51de8ae1e12d,,0.5.11,['Overflow-Underflow'],[101],[3]
JiuZhou,NoComplexFallback,f41bfd87983745caa5d3a6fb8fb8f0f2,,0.6.2,[],[],[]
SolidiFI,Overflow-Underflow-5,b7b273dcda5b51a458a63217bc707d65,,0.6.0,['Overflow-Underflow'],[101],[3]
SolidiFI,Unchecked-Send-19,ecc174f0c0503ec1b833e6b36c5a2525,,0.5.1,['Unchecked-Send'],[104],[4]
SolidiFI,Overflow-Underflow-50,7dd18fb5fc95fc38b5c7d6442326b074,,0.5.11,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-6,93eeb3f33cca12ca238bb958e8b6a15f,,0.5.8,['Overflow-Underflow'],[101],[3]
Doublade,0x775a86858b77cbe7950bb307525a6459d6b01411-DSExec-reentrancy,b9ae0ce221e3a700bdb751262a4e5aab,,0.4.21,['reentrancy'],[107],[1]
SolidiFI,Unchecked-Send-13,77f7a4aeb42a2ba25d6b4f38c790d18e,,0.6.0,['Unchecked-Send'],[104],[4]
SolidiFI,Unchecked-Send-2,1f077783b64869c567cbf82382954b7a,,0.5.1,['Unchecked-Send'],[104],[4]
SolidiFI,Overflow-Underflow-7,1b15a0a530394a1ff5768af418ebfecc,,0.5.8,['Overflow-Underflow'],[101],[3]
SolidiFI,Unchecked-Send-14,79423862b1d3535d13dc4a11e8bb4145,,0.5.1,['Unchecked-Send'],[104],[4]
JiuZhou,IntegerSignednessError,f8d239d0de68cced8a4df21d91396edb,,0.6.2,['Integer signedness'],[999],[3]
SolidiFI,Unchecked-Send-21,e43d57a93a3b3c88f95bec0f5070f27b,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Unchecked-Send-22,6a42f80b124205bd4d78f997d8db5544,,0.5.1,['Unchecked-Send'],[104],[4]
SolidiFI,Overflow-Underflow-8,f0f27a563953c88c95031b53f4bde0dd,,0.6.0,['Overflow-Underflow'],[101],[3]
SolidiFI,Unhandled-Exceptions-43,0d8fa90a6d3b16bb345153356933a128,,0.5.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Overflow-Underflow-9,331f0f3635feb0ea21054662ac82a35b,,0.6.0,['Overflow-Underflow'],[101],[3]
Doublade,0x07a5410e4d3ef9680137e0242ccdb78425cb6c43-TokenBase-selfdestruct_result,94211808f42e159952c0cad04f38e637,,0.4.25,[],[],[]
SolidiFI,Re-entrancy-1,21985a992947eae31639ec0add23d5ab,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-23,e7e3f0903fafd53582326a487b1dfdbf,,0.5.2,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-10,3b11e8a8b98e268d189768525b510d1f,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-11,d7394b6244995de43d9542b937675520,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-13,b7467da073c5c80750ad5740fec17c8d,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-24,b6714bfd830a4ab912d6f9919031c632,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-14,9a24ad7a4968e769e3d990259f284c4d,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-44,f8c5b48c550e4b2b594f12daba0a187a,,0.5.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-15,dde77fad873fc09aca4825971a6bf4ab,,0.5.7,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-16,3ab6356a5eb2c3c14897fc21ed6ebbcb,,0.5.11,['Re-entrancy'],[107],[1]
Doublade,0x903ec4ef3d003f05356f3890f13e53421fa4e42a-SelfDesctructionContract-selfdestruct_result,a8803e8927f33ef1366c3367e5d71926,,0.4.20,[],[],[]
SolidiFI,Re-entrancy-17,39154ab86b53b8e3a39c30b84b130256,,0.5.6,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-25,b08a61486f04d83f87538f14c3ced71f,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-18,7f91af178547eb7e7335d5f6c42f6af1,,0.5.9,['Re-entrancy'],[107],[1]
Doublade,0x07c1c8c2bce6290daa554118b7d208041615ce54-TokenSale-tx_result,6ddcf7e5e762cbd2fb9411dd6c4f5879,,0.4.19,[],[],[]
JiuZhou,MissConstructor,730f512b4e7a90ffb1776a2edd87101b,,0.4.26,['Write the wrong constructor name'],[118],[2]
SolidiFI,Timestamp-Dependency-46,36403a77c219b87b6a07f292f193def0,,0.6.0,['Timestamp-Dependency'],[116],[8]
SolidiFI,Unchecked-Send-26,3a2c9484999ca87c335e8e84801495a7,,0.5.2,['Unchecked-Send'],[104],[4]
SolidiFI,Timestamp-Dependency-6,e3e0de127bf5f06f5bf34ef86c63ef4a,,0.5.8,['Timestamp-Dependency'],[116],[8]
SolidiFI,Re-entrancy-19,a952fd44dcf4befc7e95afb3090d9e5d,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-2,9d024234da3d1e8d51dfc757e20b9d04,,0.5.1,['Re-entrancy'],[107],[1]
JiuZhou,ArbitraryFunctionType,505345e7fb02a545f62026df5b7ae895,,0.5.16,['Any type of specified function variable'],[127],[10]
SolidiFI,Re-entrancy-20,d8fde2db7a33dfd514317f4d1be94f63,,0.5.10,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-27,aeb5d235471b1595ebe5cc4edf30647d,,0.5.0,['Unchecked-Send'],[104],[4]
JiuZhou,NestedCall,68f13a52f8cf87ea0cb8d5d94ca1ca9b,,0.6.2,['DOS by gaslimit'],[128],[5]
JiuZhou,ArbitraryWrite,91a61edc3f95d893a95cc83f31e2c85f,,0.6.2,['Storage overlap attack'],[124],[2]
SolidiFI,Unchecked-Send-48,9c585d2c5fe2448d1903691fc68ce565,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-21,900eb56c1dc83e67fa00d073eb180fea,,0.5.11,['Re-entrancy'],[107],[1]
JiuZhou,badProxy,1ff0e80d13c4b745b35c863a71f92e50,,0.6.2,['The call address or data are externally controlled'],[112],[2]
JiuZhou,NoArbitraryFunctionType,2053861ae254da764cc355c599c738fb,,0.5.16,[],[],[]
SolidiFI,Unchecked-Send-28,6708df2cb52036997e3d6e3dca966109,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-22,1911c4c3b3a9a2814a7b7a52f1de6008,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-23,c3c24082822b14b25b98fa36f3d48677,,0.5.2,['Re-entrancy'],[107],[1]
JiuZhou,AssertError,bfde15c487502cceddb4c4778e3e6ec7,,0.6.2,['Improper use of assert'],[110],[10]
SolidiFI,Re-entrancy-24,285cfbf16564f663dc5c45587896ac9b,,0.5.0,['Re-entrancy'],[107],[1]
JiuZhou,BarRequireError,03d0baf5a3e31dda5d1efe05d40658d8,,0.6.2,['Improper use of require'],[123],[10]
SolidiFI,Unhandled-Exceptions-45,f1ea473a82f71ea6451d3e101175ffa8,,0.5.11,['Unhandled-Exceptions'],[104],[4]
JiuZhou,NoAssertError,b8fe1ff0ab2c71f9603024595e45a431,,0.6.2,[],[],[]
SolidiFI,Unchecked-Send-29,1ce0fc02d1818d9abede82a0d7a27e4b,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-25,a2dff7010491759e2c1f399deb139cd4,,0.5.11,['Re-entrancy'],[107],[1]
JiuZhou,BobAnswer,df10621383b581bfcba0b0ba59b5968f,,0.6.2,['Forced accept ethers'],[132],[5]
JiuZhou,NoBadDelegate,0345fd45c66b19acd3d1ea62659fe7c6,,0.6.2,[],[],[]
SolidiFI,Unchecked-Send-3,9253c4923698d75e40cf4d12f7904106,,0.5.1,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-26,6663c325676a319e17e7376e58fb4157,,0.5.2,['Re-entrancy'],[107],[1]
JiuZhou,ConstBalanceInLoop,a643d34bfd7cff34c3eb49200efc0206,,0.6.2,['Invariant in loop'],[],[10]
SolidiFI,Unhandled-Exceptions-46,b0943049dac6770c1fb794cfe1e570ba,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unchecked-Send-30,c93667344fa502cc7166f77c5edbfecc,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-28,c155eecdc6d42d9427b489da45d75627,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-31,b0f60b7bb340548ad9dbf64f74a62546,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-29,d8c55cf489dc15c17fcb741619f212a7,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-32,5d96130efb28b2af2d3b5c576ed7ca25,,0.5.7,['Unchecked-Send'],[104],[4]
SolidiFI,Unhandled-Exceptions-47,6e969d0f83987634a95f1fe68df3374e,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-3,a696db482f880685400450a308ac49c7,,0.5.1,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-30,59f084f924733e006acde4cee4656330,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-31,7071554947ea73a4bf62a37c06a8cea4,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-48,5f769b7bf671c77637d3129ef6439c07,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-32,dfb5e171d127be05bb85ece327756da5,,0.5.7,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-33,f73768e16680cd9fffd24f529e8a6083,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-49,a02c9b58f83599f1ad9c63fab6b40381,,0.5.11,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Unhandled-Exceptions-5,1bcbb73f4dd99f5db6ed785dbed8d178,,0.6.0,['Unhandled-Exceptions'],[104],[4]
JiuZhou,NoBadProxy,fe4740d612b8a1eb0c448692fd3b058d,,0.6.2,[],[],[]
JiuZhou,NoBobAnswer,2a61232ba6dada64acfc1cea889e1489,,0.6.2,[],[],[]
SolidiFI,Re-entrancy-34,fc2b88d194347a48a9f16fd4adebace9,,0.5.11,['Re-entrancy'],[107],[1]
JiuZhou,NoByte[],5ce2c119b41d041966e8dfc7411075fc,,0.6.2,[],[],[]
JiuZhou,DangerousRandomNumbers,6a08c4751470fa5406cf416acf404220,,0.6.2,['Randomness affected by miners'],[120],[6]
SolidiFI,Timestamp-Dependency-20,8a10228deb803c30587f986cd76a4506,,0.5.10,['Timestamp-Dependency'],[116],[8]
SolidiFI,Unchecked-Send-33,b5d33826cf079ca957913c2e96f88ca7,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Unhandled-Exceptions-50,45a7580871f0ad7885cb9cda6b703a82,,0.5.11,['Unhandled-Exceptions'],[104],[4]
JiuZhou,NoConstBalanceInLoop,cae8328b3655792d4869b75f04a56804,,0.6.2,[],[],[]
JiuZhou,FalseOrder,0e7d44697efe5ffbd4a6888f9254516c,,0.5.16,['Incorrect inheritance order'],[125],[10]
SolidiFI,Unchecked-Send-34,4e20de62cef6ee9903473fd879151107,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-35,89769572e52e5ae1fd945edd1ff81461,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-35,efd7ece9d97357eee3ee7bd746b1c858,,0.5.11,['Unchecked-Send'],[104],[4]
JiuZhou,badTxorigin,cf25cfeec2c994df5c0da571fdc57328,,0.6.2,['Txorigin for authentication'],[115],[2]
SolidiFI,Unchecked-Send-37,4c2765900748e57527062df0f52b9ee1,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-37,c95eab7cb390c02c35b58527b2853485,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-38,95c4f52086e477c0f2334931a267301d,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Unchecked-Send-38,ff697b9d3d3c7ced362be9845734ac99,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,Unchecked-Send-39,7c54aeadae8d760ba1291576cb5b772a,,0.5.10,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-39,9e03e9536734eb9fb39623f5c5a2956e,,0.5.10,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-6,48118c2b5ab26f5b2aab1b59352547b4,,0.5.8,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-4,327d0766e93e7ebb7ac491447f7d720b,,0.6.0,['Re-entrancy'],[107],[1]
JiuZhou,deleteDynamic,9e60d542b54aa9ae929337976d91d690,,0.6.2,['Removes dynamic array elements'],[],[10]
SolidiFI,Unhandled-Exceptions-7,a972f8fb1fe8d854b46bd92c83f1df55,,0.5.8,['Unhandled-Exceptions'],[104],[4]
JiuZhou,NoConstBalanceInLoop1,fc452aea74e07d208d2fb519861d9453,,0.6.2,[],[],[]
SolidiFI,Unchecked-Send-4,060542382a402916ceb3e1bf03cde783,,0.6.0,['Unchecked-Send'],[104],[4]
JiuZhou,deleteDynamicArray,2d516f3e19729be9001860c518474022,,0.6.2,['DOS by gaslimit'],[128],[5]
SolidiFI,Re-entrancy-40,570b1a96f27b35bde1e620a40fba0095,,0.5.0,['Re-entrancy'],[107],[1]
JiuZhou,deprecated,5436a080bd0e6bb074c165d6d7b8cba4,,0.4.26,['Use deprecated built-in symbols'],[111],[10]
SolidiFI,Unchecked-Send-40,17e45be609e81cb9ee2903336517ba4a,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-41,1e5b9e324fd9066b6f39c70806045141,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-8,76d397cfc254cc18e83fe06dbbca1f2f,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-9,64a4eb4ded65b90d989f9647eba6723b,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-42,5f3a59643ab181bc0e7a14b0ac1988d3,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-37,88c321d773681d01fa3900117fe3a54a,,0.5.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,Re-entrancy-43,6e6653bd9f7cff001d9299f5223dc4fe,,0.5.0,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-44,3de769c437cc414f28f0e02f78594a35,,0.5.0,['Re-entrancy'],[107],[1]
JiuZhou,dowhileButNoContinue,74e28c126192caa488f28fd004dcc94a,,0.4.26,[],[],[]
JiuZhou,GuessNumber,32e4857e9226cfd10b25785bf4129234,,0.6.2,['Right-To-Left-Overridecontrolcharacter (U+202E)'],[130],[10]
SolidiFI,Re-entrancy-45,2ef5c829e796b8cd723a49c55dccb39f,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-46,149203d00c4bb5664dda100d6eb2db6b,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,Unhandled-Exceptions-9,711b1efdaa7f1fe246879c249a83a0e7,,0.6.0,['Unhandled-Exceptions'],[104],[4]
SolidiFI,tx.origin-1,50ad1d12b96bf8a745bd022e4923d61e,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,Re-entrancy-47,735483d61ed5b9d9aa9e31ef8567c988,,0.5.11,['Re-entrancy'],[107],[1]
JiuZhou,HardCodeAddress,4198b0cc758eb6af1b8bedbd4ed4253e,,0.6.2,['DOS by non-existent address or contract'],[113],[5]
SolidiFI,tx.origin-10,2f28752fa3c4e3299b71fb526f3e418a,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,tx.origin-11,b573dbf75be1f453678ff395fed3e2bb,,0.5.0,['tx.origin'],[115],[2]
SolidiFI,tx.origin-12,21b8fffcb1c94110a9972715bd0448ec,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-41,a0d5800d355f5ddf9996def49b835809,,0.6.0,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-48,cd5d4b64f56290e306066f132b76be86,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-49,cfd0c3461a7ba813b8ca80c6571d969a,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-5,7af9d31dd83638da9a8d194c4dacd148,,0.6.0,['Re-entrancy'],[107],[1]
JiuZhou,dowhileContinue,f0765707dffab55d365be3234f36686e,,0.4.26,['continue in do-while'],[128],[5]
JiuZhou,NoPrivatePass,848a7e81e4abbbf0ef0a783f6e73f246,,0.6.2,[],[],[]
JiuZhou,NoDeleteDynamic,51c7ce3370b12d978e9191bc04154abb,,0.6.2,[],[],[]
SolidiFI,Unchecked-Send-42,1c75347da7163c0e38239167e91113fb,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,Re-entrancy-50,0ddd1c046d2a572672c87f87e287a176,,0.5.11,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-13,8b230929091f012b2f685f913463765c,,0.6.0,['tx.origin'],[115],[2]
SolidiFI,Re-entrancy-6,4060560a9da63d25233ef2d24076e983,,0.5.8,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-7,82a95267f482b47b5df9f2afc4fa1130,,0.5.8,['Re-entrancy'],[107],[1]
SolidiFI,Re-entrancy-8,9cd90eabda9b6628fe157db2bd97cfd3,,0.6.0,['Re-entrancy'],[107],[1]
SolidiFI,tx.origin-14,9ccedd24a5af6b4f8fee3633eb19230d,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-1,6cdea8a472db0934dc539f8871e09043,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-10,d8ceb5a3c196aa91cc3d5b9af9994808,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-11,06e98fd1a644fe1e46ff58974127a1bb,,0.5.0,['TOD'],[114],[7]
JiuZhou,NoProdigal,b58deeaaab717523d47985c4d1561f63,,0.6.2,[],[],[]
SolidiFI,tx.origin-15,a56e554f70f96e666567541530fe4e8c,,0.5.7,['tx.origin'],[115],[2]
JiuZhou,NoDeleteDynamicArray,2f3b02206937b810c0f09f7264f54235,,0.6.2,[],[],[]
SolidiFI,tx.origin-16,fea63b3902cc67b80563b0dcc7e46689,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,TOD-12,cb3bc4b930a98627b90df11e69bc5ce4,,0.6.0,['TOD'],[114],[7]
SolidiFI,TOD-13,aa5aab54dabc58741db51328edd8fc10,,0.6.0,['TOD'],[114],[7]
SolidiFI,tx.origin-17,17b002d621d0adb10714b85f9514369d,,0.5.6,['tx.origin'],[115],[2]
JiuZhou,NoPushButNoPull,d71cb2f717636377740436673d1dcc9b,,0.6.2,[],[],[]
SolidiFI,TOD-14,081234acd7c565a6692e5ecd767fa464,,0.5.1,['TOD'],[114],[7]
JiuZhou,NoReentranceBySend,4a4837d1c628fae97c22d8bb39b40fbd,,0.6.2,[],[],[]
SolidiFI,tx.origin-18,971deacac2af530ca4d35deac57306b1,,0.5.9,['tx.origin'],[115],[2]
SolidiFI,tx.origin-19,770b07a7de09c7d668c973eeb1a17aaa,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-15,68274dd0420f2a50c800c48696c56aee,,0.5.7,['TOD'],[114],[7]
JiuZhou,NoDeprecated,625e0ae619014280b489f215b8beef48,,0.6.2,[],[],[]
SolidiFI,tx.origin-2,98a6aaebae6d769ed139c7f6f790b474,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-16,2bf6f5458ef5ebdb9e89b2b723ba2e47,,0.5.11,['TOD'],[114],[7]
JiuZhou,dowhileContinueIn050,f063cdc48d1d12f580289e9954daa976,,0.5.0,[],[],[]
SolidiFI,Unchecked-Send-43,d3090b7973f19569d439c7b89a70edb2,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,tx.origin-20,742c15513200feb9973f9d317cc09ffe,,0.5.10,['tx.origin'],[115],[2]
SolidiFI,TOD-17,4b24b03ac448d5a256ace0100f735714,,0.5.6,['TOD'],[114],[7]
JiuZhou,NoFalseOrder,53844e55fbaa3f5af497297a11c3ca29,,0.5.16,[],[],[]
SolidiFI,Unchecked-Send-44,a5b655d066fc8e2a560fd8a47e64a759,,0.5.0,['Unchecked-Send'],[104],[4]
SolidiFI,TOD-18,c206245d6caa7135bccfbab9f4404d23,,0.5.9,['TOD'],[114],[7]
SolidiFI,TOD-19,0761a37c97dccdc9d7f9d036e8588207,,0.5.1,['TOD'],[114],[7]
SolidiFI,TOD-2,844793d78cdf0dc4b986468b38bd8054,,0.5.1,['TOD'],[114],[7]
SolidiFI,TOD-20,ecb01576c9b028c5be086804a41ced45,,0.5.10,['TOD'],[114],[7]
SolidiFI,tx.origin-21,92cf79d9b486c810a1f9b5cbd3d9da70,,0.5.11,['tx.origin'],[115],[2]
SolidiFI,Unchecked-Send-45,db01c424e00222bde509d610d660670e,,0.5.11,['Unchecked-Send'],[104],[4]
SolidiFI,tx.origin-22,f5894112150c91e93db6c06ac0410e03,,0.5.1,['tx.origin'],[115],[2]
SolidiFI,TOD-21,3dadeb7e3c9cea9329b1491b884c0f19,,0.5.11,['TOD'],[114],[7]
SolidiFI,TOD-22,9cb333ca5facce27e4580220e357f56b,,0.5.1,['TOD'],[114],[7]
JiuZhou,gray_ ArbitraryWrite,3429415407626a1246b53444471dd625,,0.6.2,[],[],[]
